id;Postcode4;Gemeentenaam;WijkenEnBuurten
2841;7824;Emmen;1
2842;7825;Emmen;2
2843;7826;Emmen;1
2844;7827;Emmen;1
2845;7828;Emmen;1
2846;7831;Emmen;7
2847;7833;Emmen;4
2848;7841;Coevorden;2
2849;7842;Coevorden;1
2850;7843;Coevorden;3
2851;7844;Emmen;3
2852;7845;Coevorden;3
2853;7846;Coevorden;2
2854;7847;Coevorden;2
2855;7848;Coevorden;3
2856;7849;Coevorden;2
2857;7851;Coevorden;1
2858;7852;Coevorden;1
2859;7853;Coevorden;2
2860;7854;Coevorden;2
2861;7855;Coevorden;2
2862;7856;Coevorden;2
2863;7858;Borger-Odoorn;1
2864;7861;Coevorden;2
2865;7863;Coevorden;2
2866;7864;Coevorden;2
2867;7871;Borger-Odoorn;1
2868;7872;Borger-Odoorn;2
2869;7873;Borger-Odoorn;2
2870;7874;Borger-Odoorn;3
2871;7875;Borger-Odoorn;2
2872;7876;Borger-Odoorn;1
2873;7877;Borger-Odoorn;2
2874;7881;Emmen;6
2875;7884;Emmen;4
2876;7885;Emmen;5
2877;7887;Emmen;6
2878;7889;Emmen;1
2879;7891;Emmen;8
2880;7894;Emmen;3
2881;7895;Emmen;4
2882;7901;Hoogeveen;3
2883;7902;Hoogeveen;3
2884;7903;Hoogeveen;2
2885;7904;Hoogeveen;1
2886;7905;Hoogeveen;2
2887;7906;Hoogeveen;1
2888;7907;Hoogeveen;2
2889;7908;Hoogeveen;7
2890;7909;Hoogeveen;4
2891;7910;Midden-Drenthe;1
2892;7911;Hoogeveen;1
2893;7912;Hoogeveen;1
2894;7913;Hoogeveen;4
2895;7914;Hoogeveen;2
2896;7916;Hoogeveen;3
2897;7917;Coevorden;2
2898;7918;Hoogeveen;2
2899;7921;De Wolden;3
2900;7924;De Wolden;3
2901;7925;De Wolden;3
2902;7926;De Wolden;2
2903;7927;De Wolden;2
2904;7929;Coevorden;1
2905;7931;Hoogeveen;3
2906;7932;De Wolden;2
2907;7933;Hoogeveen;3
2908;7934;Hoogeveen;2
2909;7935;De Wolden;1
2910;7936;Hoogeveen;2
2911;7938;Midden-Drenthe;2
2912;7941;Meppel;3
2913;7942;Meppel;13
2914;7943;Meppel;9
2915;7944;Meppel;8
2916;7946;Steenwijkerland;8
2917;7948;Meppel;10
2918;7949;Meppel;1
2919;7951;Staphorst;15
2920;7954;Staphorst;7
2921;7955;Staphorst;2
2922;7957;De Wolden;2
2923;7958;De Wolden;5
2924;7961;De Wolden;7
2925;7963;De Wolden;7
2926;7964;De Wolden;2
2927;7965;Meppel;1
2928;7966;Meppel;1
2929;7971;Westerveld;2
2930;7973;Westerveld;1
2931;7974;Westerveld;1
2932;7975;Westerveld;2
2933;7981;Westerveld;2
2934;7983;Westerveld;2
2935;7984;Westerveld;1
2936;7986;Westerveld;1
2937;7991;Westerveld;13
2938;8011;Zwolle;6
2939;8012;Zwolle;2
2940;8013;Zwolle;3
2941;8014;Zwolle;5
2942;8015;Zwolle;4
2943;8016;Zwolle;3
2944;8017;Zwolle;6
2945;8019;Zwolle;2
2946;8021;Zwolle;5
2947;8022;Zwolle;4
2948;8023;Zwolle;2
2949;8024;Zwolle;3
2950;8025;Zwolle;1
2951;8026;Zwolle;2
2952;8028;Zwolle;2
2953;8031;Zwolle;4
2954;8032;Zwolle;3
2955;8033;Zwolle;1
2956;8034;Zwolle;2
2957;8035;Zwolle;1
2958;8041;Zwolle;3
2959;8042;Zwolle;5
2960;8043;Zwolle;5
2961;8044;Zwolle;3
2962;8051;Hattem;9
2963;8052;Hattem;1
2964;8055;Raalte;2
2965;8061;Zwartewaterland;10
2966;8064;Zwartewaterland;10
2967;8066;Steenwijkerland;2
2968;8071;Nunspeet;2
2969;8072;Nunspeet;3
2970;8075;Nunspeet;3
2971;8076;Nunspeet;2
2972;8077;Nunspeet;4
2973;8079;Oldebroek;2
2974;8081;Elburg;8
2975;8084;Elburg;5
2976;8085;Elburg;4
2977;8091;Oldebroek;8
2978;8094;Oldebroek;3
2979;8095;Oldebroek;3
2980;8096;Oldebroek;6
2981;8097;Oldebroek;4
2982;8101;Raalte;5
2983;8102;Raalte;9
2984;8103;Raalte;4
2985;8105;Raalte;2
2986;8106;Raalte;2
2987;8107;Raalte;2
2988;8111;Raalte;2
2989;8112;Raalte;2
2990;8121;Olst-Wijhe;11
2991;8124;Olst-Wijhe;2
2992;8131;Olst-Wijhe;8
2993;8141;Raalte;6
2994;8144;Raalte;2
2995;8146;Ommen;1
2996;8147;Ommen;1
2997;8148;Ommen;3
2998;8151;Dalfsen;2
2999;8152;Dalfsen;4
3000;8161;Epe;5
3001;8162;Epe;8
3002;8166;Epe;2
3003;8167;Epe;2
3004;8171;Epe;7
3005;8172;Epe;5
3006;8181;Heerde;6
3007;8191;Heerde;5
3008;8193;Heerde;2
3009;8194;Heerde;2
3010;8196;Olst-Wijhe;1
3011;8198;Olst-Wijhe;1
3012;8211;Lelystad;5
3013;8212;Lelystad;4
3014;8218;Lelystad;8
3015;8219;Lelystad;11
3016;8221;Lelystad;2
3017;8222;Lelystad;2
3018;8223;Lelystad;10
3019;8224;Lelystad;6
3020;8225;Lelystad;7
3021;8226;Lelystad;10
3022;8231;Lelystad;6
3023;8232;Lelystad;11
3024;8233;Lelystad;7
3025;8239;Lelystad;4
3026;8241;Lelystad;2
3027;8242;Lelystad;8
3028;8243;Lelystad;11
3029;8244;Lelystad;5
3030;8245;Lelystad;9
3031;8251;Dronten;14
3032;8252;Dronten;3
3033;8253;Dronten;6
3034;8255;Dronten;9
3035;8256;Dronten;10
3036;8261;Kampen;2
3037;8262;Kampen;2
3038;8263;Kampen;2
3039;8264;Kampen;1
3040;8265;Kampen;6
3041;8266;Kampen;3
3042;8267;Kampen;3
3043;8271;Kampen;8
3044;8274;Kampen;2
3045;8275;Kampen;1
3046;8276;Kampen;2
3047;8277;Kampen;1
3048;8278;Kampen;1
3049;8281;Zwartewaterland;13
3050;8293;Kampen;1
3051;8294;Zwartewaterland;1
3052;8301;Noordoostpolder;1
3053;8302;Noordoostpolder;6
3054;8303;Noordoostpolder;6
3055;8304;Noordoostpolder;3
3056;8305;Noordoostpolder;2
3057;8307;Noordoostpolder;3
3058;8308;Noordoostpolder;3
3059;8309;Noordoostpolder;3
3060;8311;Noordoostpolder;3
3061;8312;Noordoostpolder;3
3062;8313;Noordoostpolder;3
3063;8314;Noordoostpolder;3
3064;8315;Noordoostpolder;2
3065;8316;Noordoostpolder;3
3066;8317;Noordoostpolder;4
3067;8319;Noordoostpolder;1
3068;8321;Urk;7
3069;8322;Urk;3
3070;8325;Steenwijkerland;4
3071;8326;Steenwijkerland;7
3072;8331;Steenwijkerland;10
3073;8332;Steenwijkerland;5
3074;8333;Steenwijkerland;1
3075;8334;Steenwijkerland;2
3076;8335;Steenwijkerland;2
3077;8336;Steenwijkerland;1
3078;8337;Steenwijkerland;1
3079;8338;Steenwijkerland;2
3080;8339;Steenwijkerland;1
3081;8341;Steenwijkerland;2
3082;8342;Steenwijkerland;2
3083;8343;Steenwijkerland;2
3084;8344;Steenwijkerland;2
3085;8345;Steenwijkerland;2
3086;8346;Steenwijkerland;1
3087;8347;Steenwijkerland;2
3088;8351;Westerveld;4
3089;8355;Steenwijkerland;8
3090;8356;Steenwijkerland;4
3091;8361;Steenwijkerland;1
3092;8362;Steenwijkerland;1
3093;8363;Steenwijkerland;2
3094;8371;Steenwijkerland;3
3095;8372;Steenwijkerland;1
3096;8373;Steenwijkerland;3
3097;8374;Steenwijkerland;3
3098;8375;Steenwijkerland;3
3099;8376;Steenwijkerland;2
3100;8377;Steenwijkerland;2
3101;8378;Steenwijkerland;1
3102;8381;Westerveld;2
3103;8382;Westerveld;2
3104;8383;Westerveld;2
3105;8384;Westerveld;2
3106;8385;Westerveld;2
3107;8386;Westerveld;2
3108;8387;Westerveld;1
3109;8388;Weststellingwerf;2
3110;8389;Weststellingwerf;1
3111;8391;Weststellingwerf;9
3112;8392;Weststellingwerf;2
3113;8393;Weststellingwerf;1
3114;8394;Weststellingwerf;2
3115;8395;Weststellingwerf;2
3116;8396;Weststellingwerf;1
3117;8397;Weststellingwerf;1
3118;8398;Weststellingwerf;2
3119;8401;Opsterland;8
3120;8403;Opsterland;2
3121;8404;Opsterland;2
3122;8405;Opsterland;2
3123;8406;Opsterland;2
3124;8407;Opsterland;2
3125;8408;Opsterland;2
3126;8409;Opsterland;2
3127;8411;Heerenveen;1
3128;8412;Heerenveen;1
3129;8413;Heerenveen;1
3130;8414;Heerenveen;1
3131;8415;Heerenveen;1
3132;8421;Ooststellingwerf;3
3133;8422;Ooststellingwerf;2
3134;8423;Ooststellingwerf;2
3135;8424;Ooststellingwerf;2
3136;8425;Ooststellingwerf;2
3137;8426;Ooststellingwerf;11
3138;8427;Ooststellingwerf;2
3139;8428;Ooststellingwerf;2
3140;8431;Ooststellingwerf;18
3141;8432;Ooststellingwerf;2
3142;8433;Ooststellingwerf;8
3143;8434;Ooststellingwerf;2
3144;8435;Ooststellingwerf;3
3145;8437;Westerveld;1
3146;8438;Westerveld;1
3147;8441;Heerenveen;1
3148;8442;Heerenveen;2
3149;8443;Heerenveen;1
3150;8445;Heerenveen;2
3151;8446;Heerenveen;1
3152;8447;Heerenveen;2
3153;8448;Heerenveen;2
3154;8449;Heerenveen;1
3155;8451;Heerenveen;1
3156;8453;Heerenveen;1
3157;8454;Heerenveen;1
3158;8455;Heerenveen;1
3159;8456;Heerenveen;1
3160;8457;Heerenveen;2
3161;8458;Heerenveen;1
3162;8459;Heerenveen;1
3163;8461;De Fryske Marren;1
3164;8462;De Fryske Marren;1
3165;8463;De Fryske Marren;1
3166;8464;De Fryske Marren;1
3167;8465;De Fryske Marren;1
3168;8466;De Fryske Marren;1
3169;8467;De Fryske Marren;1
3170;8468;Heerenveen;1
3171;8469;Heerenveen;1
3172;8471;Weststellingwerf;17
3173;8472;Weststellingwerf;4
3174;8474;Weststellingwerf;2
3175;8475;Weststellingwerf;2
3176;8476;Weststellingwerf;2
3177;8477;Weststellingwerf;1
3178;8478;Weststellingwerf;1
3179;8479;Weststellingwerf;1
3180;8481;Weststellingwerf;1
3181;8482;Weststellingwerf;1
3182;8483;Weststellingwerf;2
3183;8484;Weststellingwerf;2
3184;8485;Weststellingwerf;2
3185;8486;Weststellingwerf;1
3186;8487;Weststellingwerf;1
3187;8488;Weststellingwerf;1
3188;8491;Heerenveen;1
3189;8493;De Fryske Marren;1
3190;8494;Heerenveen;1
3191;8495;Heerenveen;1
3192;8497;Smallingerland;1
3193;8501;De Fryske Marren;8
3194;8502;De Fryske Marren;2
3195;8505;De Fryske Marren;1
3196;8506;De Fryske Marren;1
3197;8507;De Fryske Marren;1
3198;8508;De Fryske Marren;2
3199;8511;De Fryske Marren;1
3200;8512;De Fryske Marren;1
3201;8513;De Fryske Marren;1
3202;8514;De Fryske Marren;1
3203;8515;De Fryske Marren;1
3204;8516;De Fryske Marren;1
3205;8517;De Fryske Marren;1
3206;8521;De Fryske Marren;1
3207;8522;De Fryske Marren;1
3208;8523;De Fryske Marren;1
3209;8524;De Fryske Marren;1
3210;8525;De Fryske Marren;1
3211;8526;De Fryske Marren;1
3212;8527;De Fryske Marren;1
3213;8528;De Fryske Marren;1
3214;8529;Súdwest-Fryslân;1
3215;8531;De Fryske Marren;8
3216;8534;De Fryske Marren;1
3217;8535;De Fryske Marren;1
3218;8536;De Fryske Marren;2
3219;8537;De Fryske Marren;1
3220;8538;De Fryske Marren;1
3221;8539;De Fryske Marren;2
3222;8541;De Fryske Marren;1
3223;8542;De Fryske Marren;1
3224;8551;Súdwest-Fryslân;2
3225;8552;Súdwest-Fryslân;1
3226;8553;Súdwest-Fryslân;1
3227;8554;Súdwest-Fryslân;1
3228;8556;De Fryske Marren;1
3229;8561;De Fryske Marren;1
3230;8563;De Fryske Marren;1
3231;8564;De Fryske Marren;1
3232;8565;De Fryske Marren;1
3233;8566;De Fryske Marren;1
3234;8567;De Fryske Marren;1
3235;8571;De Fryske Marren;1
3236;8572;De Fryske Marren;1
3237;8573;De Fryske Marren;1
3238;8574;De Fryske Marren;1
3239;8581;De Fryske Marren;1
3240;8582;De Fryske Marren;1
3241;8583;De Fryske Marren;1
3242;8584;Súdwest-Fryslân;2
3243;8601;Súdwest-Fryslân;3
3244;8602;Súdwest-Fryslân;2
3245;8603;Súdwest-Fryslân;4
3246;8604;Súdwest-Fryslân;2
3247;8605;Súdwest-Fryslân;2
3248;8606;Súdwest-Fryslân;1
3249;8607;Súdwest-Fryslân;2
3250;8608;Súdwest-Fryslân;2
3251;8611;Súdwest-Fryslân;2
3252;8612;Súdwest-Fryslân;1
3253;8613;Súdwest-Fryslân;1
3254;8614;Súdwest-Fryslân;2
3255;8615;Súdwest-Fryslân;1
3256;8616;Súdwest-Fryslân;1
3257;8617;Súdwest-Fryslân;2
3258;8618;Súdwest-Fryslân;2
3259;8621;Súdwest-Fryslân;2
3260;8622;Súdwest-Fryslân;2
3261;8623;Súdwest-Fryslân;2
3262;8624;Súdwest-Fryslân;2
3263;8625;Súdwest-Fryslân;2
3264;8626;Súdwest-Fryslân;1
3265;8627;Súdwest-Fryslân;2
3266;8628;Súdwest-Fryslân;2
3267;8629;Súdwest-Fryslân;2
3268;8632;Súdwest-Fryslân;2
3269;8633;Súdwest-Fryslân;1
3270;8635;Súdwest-Fryslân;2
3271;8636;Súdwest-Fryslân;1
3272;8637;Súdwest-Fryslân;1
3273;8641;Súdwest-Fryslân;1
3274;8642;Súdwest-Fryslân;1
3275;8644;Súdwest-Fryslân;1
3276;8647;Súdwest-Fryslân;1
3277;8651;Súdwest-Fryslân;4
3278;8658;Súdwest-Fryslân;2
3279;8701;Súdwest-Fryslân;6
3280;8711;Súdwest-Fryslân;2
3281;8713;Súdwest-Fryslân;2
3282;8715;Súdwest-Fryslân;2
3283;8721;Súdwest-Fryslân;2
3284;8722;Súdwest-Fryslân;2
3285;8723;Súdwest-Fryslân;2
3286;8724;Súdwest-Fryslân;1
3287;8731;Súdwest-Fryslân;2
3288;8732;Súdwest-Fryslân;2
3289;8733;Súdwest-Fryslân;1
3290;8734;Súdwest-Fryslân;2
3291;8735;Súdwest-Fryslân;1
3292;8736;Súdwest-Fryslân;1
3293;8737;Súdwest-Fryslân;1
3294;8741;Súdwest-Fryslân;1
3295;8742;Súdwest-Fryslân;2
3296;8743;Súdwest-Fryslân;1
3297;8744;Súdwest-Fryslân;2
3298;8745;Súdwest-Fryslân;1
3299;8746;Súdwest-Fryslân;1
3300;8747;Súdwest-Fryslân;1
3301;8748;Súdwest-Fryslân;2
3302;8749;Súdwest-Fryslân;2
3303;8751;Súdwest-Fryslân;1
3304;8752;Súdwest-Fryslân;1
3305;8753;Súdwest-Fryslân;1
3306;8754;Súdwest-Fryslân;3
3307;8756;Súdwest-Fryslân;1
3308;8757;Súdwest-Fryslân;2
3309;8758;Súdwest-Fryslân;1
3310;8759;Súdwest-Fryslân;2
3311;8761;Súdwest-Fryslân;2
3312;8762;Súdwest-Fryslân;1
3313;8763;Súdwest-Fryslân;2
3314;8764;Súdwest-Fryslân;1
3315;8765;Súdwest-Fryslân;2
3316;8766;Súdwest-Fryslân;1
3317;8771;Súdwest-Fryslân;2
3318;8772;Súdwest-Fryslân;1
3319;8773;Súdwest-Fryslân;1
3320;8774;Súdwest-Fryslân;2
3321;8775;Súdwest-Fryslân;1
3322;8801;Waadhoeke;11
3323;8802;Waadhoeke;7
3324;8804;Waadhoeke;2
3325;8805;Waadhoeke;1
3326;8806;Waadhoeke;2
3327;8807;Waadhoeke;1
3328;8808;Waadhoeke;2
3329;8809;Waadhoeke;1
3330;8811;Waadhoeke;2
3331;8812;Waadhoeke;1
3332;8813;Waadhoeke;1
3333;8814;Waadhoeke;1
3334;8816;Waadhoeke;1
3335;8821;Súdwest-Fryslân;2
3336;8822;Súdwest-Fryslân;2
3337;8823;Súdwest-Fryslân;2
3338;8831;Waadhoeke;3
3339;8832;Leeuwarden;1
3340;8833;Leeuwarden;1
3341;8834;Leeuwarden;1
3342;8835;Leeuwarden;2
3343;8841;Waadhoeke;1
3344;8842;Waadhoeke;2
3345;8843;Waadhoeke;2
3346;8844;Súdwest-Fryslân;1
3347;8845;Súdwest-Fryslân;1
3348;8851;Waadhoeke;3
3349;8852;Waadhoeke;1
3350;8853;Waadhoeke;1
3351;8854;Waadhoeke;2
3352;8855;Waadhoeke;4
3353;8856;Waadhoeke;1
3354;8857;Harlingen;2
3355;8861;Harlingen;6
3356;8862;Harlingen;3
3357;8872;Harlingen;1
3358;8881;Terschelling;2
3359;8891;Terschelling;3
3360;8894;Terschelling;3
3361;8895;Terschelling;1
3362;8896;Terschelling;2
3363;8897;Terschelling;4
3364;8899;Vlieland;2
3365;8911;Leeuwarden;8
3366;8912;Leeuwarden;8
3367;8913;Leeuwarden;2
3368;8914;Leeuwarden;4
3369;8915;Leeuwarden;2
3370;8916;Leeuwarden;2
3371;8917;Leeuwarden;3
3372;8918;Leeuwarden;1
3373;8919;Leeuwarden;4
3374;8921;Leeuwarden;7
3375;8922;Leeuwarden;2
3376;8923;Leeuwarden;2
3377;8924;Leeuwarden;3
3378;8925;Leeuwarden;2
3379;8926;Leeuwarden;3
3380;8927;Leeuwarden;1
3381;8931;Leeuwarden;1
3382;8932;Leeuwarden;6
3383;8933;Leeuwarden;3
3384;8934;Leeuwarden;2
3385;8935;Leeuwarden;3
3386;8936;Leeuwarden;1
3387;8937;Leeuwarden;1
3388;8938;Leeuwarden;1
3389;8939;Leeuwarden;1
3390;8941;Leeuwarden;5
3391;9001;Leeuwarden;2
3392;9003;Leeuwarden;2
3393;9004;Leeuwarden;1
3394;9005;Leeuwarden;2
3395;9006;Leeuwarden;1
3396;9007;Leeuwarden;1
3397;9008;Leeuwarden;2
3398;9009;Leeuwarden;1
3399;9011;Leeuwarden;2
3400;9012;Súdwest-Fryslân;1
3401;9013;Súdwest-Fryslân;1
3402;9014;Súdwest-Fryslân;1
3403;9021;Súdwest-Fryslân;1
3404;9022;Leeuwarden;2
3405;9023;Leeuwarden;2
3406;9024;Leeuwarden;2
3407;9025;Leeuwarden;1
3408;9026;Leeuwarden;1
3409;9027;Leeuwarden;2
3410;9031;Waadhoeke;2
3411;9032;Waadhoeke;1
3412;9033;Waadhoeke;2
3413;9034;Waadhoeke;2
3414;9035;Waadhoeke;5
3415;9036;Waadhoeke;4
3416;9037;Waadhoeke;1
3417;9038;Waadhoeke;2
3418;9041;Waadhoeke;5
3419;9043;Waadhoeke;1
3420;9044;Waadhoeke;2
3421;9045;Waadhoeke;2
3422;9047;Waadhoeke;4
3423;9051;Leeuwarden;2
3424;9053;Leeuwarden;2
3425;9054;Leeuwarden;2
3426;9055;Leeuwarden;2
3427;9056;Leeuwarden;2
3428;9057;Leeuwarden;2
3429;9061;Tytsjerksteradiel;2
3430;9062;Tytsjerksteradiel;2
3431;9063;Tytsjerksteradiel;2
3432;9064;Tytsjerksteradiel;2
3433;9067;Dantumadiel;1
3434;9071;Leeuwarden;1
3435;9072;Waadhoeke;1
3436;9073;Noardeast-Fryslân;2
3437;9074;Noardeast-Fryslân;2
3438;9075;Waadhoeke;1
3439;9076;Waadhoeke;7
3440;9077;Waadhoeke;2
3441;9078;Waadhoeke;2
3442;9079;Waadhoeke;3
3443;9081;Leeuwarden;1
3444;9082;Leeuwarden;1
3445;9083;Leeuwarden;1
3446;9084;Leeuwarden;1
3447;9086;Leeuwarden;2
3448;9087;Leeuwarden;1
3449;9088;Leeuwarden;2
3450;9089;Leeuwarden;2
3451;9091;Tytsjerksteradiel;1
3452;9101;Noardeast-Fryslân;9
3453;9102;Noardeast-Fryslân;1
3454;9103;Noardeast-Fryslân;2
3455;9104;Dantumadiel;2
3456;9105;Dantumadiel;2
3457;9106;Dantumadiel;1
3458;9107;Noardeast-Fryslân;1
3459;9108;Dantumadiel;2
3460;9109;Dantumadiel;1
3461;9111;Noardeast-Fryslân;1
3462;9112;Noardeast-Fryslân;1
3463;9113;Dantumadiel;2
3464;9114;Dantumadiel;2
3465;9121;Noardeast-Fryslân;1
3466;9122;Noardeast-Fryslân;1
3467;9123;Noardeast-Fryslân;2
3468;9124;Noardeast-Fryslân;1
3469;9125;Noardeast-Fryslân;2
3470;9131;Noardeast-Fryslân;2
3471;9132;Noardeast-Fryslân;3
3472;9133;Noardeast-Fryslân;3
3473;9134;Noardeast-Fryslân;2
3474;9135;Noardeast-Fryslân;2
3475;9136;Noardeast-Fryslân;2
3476;9137;Noardeast-Fryslân;2
3477;9138;Noardeast-Fryslân;2
3478;9141;Noardeast-Fryslân;2
3479;9142;Noardeast-Fryslân;2
3480;9143;Noardeast-Fryslân;2
3481;9144;Noardeast-Fryslân;2
3482;9145;Noardeast-Fryslân;2
3483;9146;Noardeast-Fryslân;1
3484;9147;Noardeast-Fryslân;2
3485;9148;Noardeast-Fryslân;1
3486;9151;Noardeast-Fryslân;2
3487;9152;Noardeast-Fryslân;1
3488;9153;Noardeast-Fryslân;2
3489;9154;Noardeast-Fryslân;1
3490;9155;Noardeast-Fryslân;1
3491;9156;Noardeast-Fryslân;1
3492;9161;Ameland;2
3493;9162;Ameland;2
3494;9163;Ameland;2
3495;9164;Ameland;1
3496;9166;Schiermonnikoog;2
3497;9171;Noardeast-Fryslân;2
3498;9172;Noardeast-Fryslân;2
3499;9173;Noardeast-Fryslân;1
3500;9174;Noardeast-Fryslân;1
3501;9175;Noardeast-Fryslân;1
3502;9176;Noardeast-Fryslân;1
3503;9177;Noardeast-Fryslân;1
3504;9178;Noardeast-Fryslân;2
3505;9201;Smallingerland;2
3506;9202;Smallingerland;3
3507;9203;Smallingerland;3
3508;9204;Smallingerland;2
3509;9205;Smallingerland;2
3510;9206;Smallingerland;1
3511;9207;Smallingerland;5
3512;9211;Smallingerland;1
3513;9212;Smallingerland;1
3514;9213;Smallingerland;1
3515;9214;Smallingerland;1
3516;9215;Smallingerland;1
3517;9216;Smallingerland;1
3518;9217;Smallingerland;1
3519;9218;Smallingerland;1
3520;9219;Smallingerland;1
3521;9221;Smallingerland;1
3522;9222;Smallingerland;1
3523;9223;Smallingerland;1
3524;9231;Achtkarspelen;2
3525;9233;Achtkarspelen;2
3526;9241;Opsterland;3
3527;9243;Opsterland;3
3528;9244;Opsterland;8
3529;9245;Opsterland;2
3530;9246;Opsterland;1
3531;9247;Opsterland;6
3532;9248;Opsterland;2
3533;9249;Opsterland;2
3534;9251;Tytsjerksteradiel;2
3535;9254;Tytsjerksteradiel;2
3536;9255;Tytsjerksteradiel;2
3537;9256;Tytsjerksteradiel;2
3538;9257;Tytsjerksteradiel;2
3539;9258;Tytsjerksteradiel;2
3540;9261;Tytsjerksteradiel;2
3541;9262;Tytsjerksteradiel;2
3542;9263;Tytsjerksteradiel;2
3543;9264;Tytsjerksteradiel;2
3544;9265;Tytsjerksteradiel;2
3545;9269;Dantumadiel;2
3546;9271;Dantumadiel;2
3547;9281;Achtkarspelen;2
3548;9283;Achtkarspelen;2
3549;9284;Achtkarspelen;2
3550;9285;Achtkarspelen;2
3551;9286;Achtkarspelen;2
3552;9287;Achtkarspelen;2
3553;9288;Achtkarspelen;2
3554;9289;Achtkarspelen;2
3555;9291;Noardeast-Fryslân;2
3556;9292;Noardeast-Fryslân;1
3557;9293;Noardeast-Fryslân;2
3558;9294;Noardeast-Fryslân;2
3559;9295;Noardeast-Fryslân;2
3560;9296;Noardeast-Fryslân;1
3561;9297;Noardeast-Fryslân;1
3562;9298;Noardeast-Fryslân;2
3563;9299;Noardeast-Fryslân;1
3564;9301;Noordenveld;3
3565;9304;Noordenveld;1
3566;9305;Noordenveld;1
3567;9307;Noordenveld;2
3568;9311;Noordenveld;1
3569;9312;Noordenveld;2
3570;9313;Noordenveld;1
3571;9314;Noordenveld;1
3572;9315;Noordenveld;2
3573;9321;Noordenveld;4
3574;9331;Noordenveld;2
3575;9333;Noordenveld;2
3576;9334;Noordenveld;2
3577;9335;Noordenveld;2
3578;9336;Noordenveld;1
3579;9337;Noordenveld;2
3580;9341;Noordenveld;2
3581;9342;Noordenveld;2
3582;9343;Noordenveld;1
3583;9351;Westerkwartier;8
3584;9354;Westerkwartier;6
3585;9355;Westerkwartier;2
3586;9356;Westerkwartier;3
3587;9361;Westerkwartier;1
3588;9362;Westerkwartier;1
3589;9363;Westerkwartier;3
3590;9364;Westerkwartier;1
3591;9365;Westerkwartier;2
3592;9366;Westerkwartier;1
3593;9367;Westerkwartier;3
3594;9401;Assen;13
3595;9402;Assen;6
3596;9403;Assen;24
3597;9404;Assen;10
3598;9405;Assen;16
3599;9406;Assen;14
3600;9407;Assen;5
3601;9408;Assen;11
3602;9409;Assen;2
3603;9411;Midden-Drenthe;5
3604;9414;Midden-Drenthe;3
3605;9415;Midden-Drenthe;1
3606;9416;Midden-Drenthe;2
3607;9417;Midden-Drenthe;2
3608;9418;Midden-Drenthe;2
3609;9419;Midden-Drenthe;2
3610;9421;Midden-Drenthe;4
3611;9422;Midden-Drenthe;5
3612;9423;Midden-Drenthe;3
3613;9431;Midden-Drenthe;2
3614;9432;Midden-Drenthe;1
3615;9433;Midden-Drenthe;2
3616;9434;Midden-Drenthe;1
3617;9436;Midden-Drenthe;2
3618;9437;Midden-Drenthe;1
3619;9438;Midden-Drenthe;1
3620;9439;Midden-Drenthe;2
3621;9441;Midden-Drenthe;2
3622;9442;Midden-Drenthe;2
3623;9443;Aa en Hunze;2
3624;9444;Aa en Hunze;1
3625;9446;Aa en Hunze;1
3626;9447;Aa en Hunze;1
3627;9448;Aa en Hunze;1
3628;9449;Aa en Hunze;1
3629;9451;Aa en Hunze;1
3630;9452;Aa en Hunze;1
3631;9453;Aa en Hunze;1
3632;9454;Aa en Hunze;1
3633;9457;Aa en Hunze;1
3634;9458;Aa en Hunze;1
3635;9461;Aa en Hunze;2
3636;9462;Aa en Hunze;3
3637;9463;Aa en Hunze;2
3638;9464;Aa en Hunze;2
3639;9465;Aa en Hunze;2
3640;9466;Aa en Hunze;2
3641;9467;Aa en Hunze;2
3642;9468;Aa en Hunze;2
3643;9469;Aa en Hunze;2
3644;9471;Tynaarlo;6
3645;9472;Tynaarlo;3
3646;9473;Tynaarlo;2
3647;9474;Tynaarlo;2
3648;9475;Tynaarlo;2
3649;9479;Groningen;4
3650;9481;Tynaarlo;2
3651;9482;Tynaarlo;2
3652;9483;Tynaarlo;2
3653;9484;Tynaarlo;2
3654;9485;Tynaarlo;2
3655;9486;Assen;1
3656;9487;Assen;2
3657;9488;Assen;1
3658;9489;Assen;1
3659;9491;Tynaarlo;2
3660;9492;Assen;3
3661;9493;Tynaarlo;2
3662;9494;Tynaarlo;2
3663;9495;Tynaarlo;2
3664;9496;Tynaarlo;2
3665;9497;Tynaarlo;2
3666;9501;Stadskanaal;7
3667;9502;Stadskanaal;3
3668;9503;Stadskanaal;3
3669;9511;Aa en Hunze;3
3670;9512;Aa en Hunze;2
3671;9514;Aa en Hunze;2
3672;9515;Aa en Hunze;3
3673;9521;Borger-Odoorn;2
3674;9523;Borger-Odoorn;2
3675;9524;Borger-Odoorn;2
3676;9525;Borger-Odoorn;2
3677;9526;Borger-Odoorn;1
3678;9527;Borger-Odoorn;1
3679;9528;Borger-Odoorn;2
3680;9531;Borger-Odoorn;3
3681;9533;Borger-Odoorn;2
3682;9534;Borger-Odoorn;2
3683;9535;Borger-Odoorn;1
3684;9536;Borger-Odoorn;2
3685;9537;Borger-Odoorn;2
3686;9541;Westerwolde;10
3687;9545;Westerwolde;4
3688;9551;Westerwolde;10
3689;9561;Westerwolde;11
3690;9563;Westerwolde;2
3691;9564;Borger-Odoorn;1
3692;9566;Westerwolde;1
3693;9571;Borger-Odoorn;1
