id;Postcode4;Gemeentenaam;WijkenEnBuurten
962;3264;Hoeksche Waard;2
963;3265;Hoeksche Waard;2
964;3267;Hoeksche Waard;2
965;3271;Hoeksche Waard;2
966;3273;Hoeksche Waard;2
967;3274;Hoeksche Waard;3
968;3281;Hoeksche Waard;3
969;3284;Hoeksche Waard;2
970;3286;Hoeksche Waard;2
971;3291;Hoeksche Waard;3
972;3295;Hoeksche Waard;3
973;3297;Hoeksche Waard;2
974;3299;Hoeksche Waard;2
975;3311;Dordrecht;22
976;3312;Dordrecht;11
977;3313;Dordrecht;11
978;3314;Dordrecht;16
979;3315;Dordrecht;12
980;3316;Dordrecht;17
981;3317;Dordrecht;13
982;3318;Dordrecht;5
983;3319;Dordrecht;7
984;3328;Dordrecht;10
985;3329;Dordrecht;4
986;3331;Zwijndrecht;21
987;3332;Zwijndrecht;15
988;3333;Zwijndrecht;16
989;3334;Zwijndrecht;12
990;3335;Zwijndrecht;13
991;3336;Zwijndrecht;2
992;3341;Hendrik-Ido-Ambacht;4
993;3342;Hendrik-Ido-Ambacht;3
994;3343;Hendrik-Ido-Ambacht;3
995;3344;Hendrik-Ido-Ambacht;2
996;3351;Papendrecht;1
997;3352;Papendrecht;1
998;3353;Papendrecht;1
999;3354;Papendrecht;1
1000;3355;Papendrecht;1
1001;3356;Papendrecht;3
1002;3361;Sliedrecht;13
1003;3362;Sliedrecht;7
1004;3363;Sliedrecht;7
1005;3364;Sliedrecht;5
1006;3366;Molenlanden;4
1007;3371;Hardinxveld-Giessendam;3
1008;3372;Hardinxveld-Giessendam;1
1009;3381;Molenlanden;10
1010;3401;IJsselstein;16
1011;3402;IJsselstein;6
1012;3403;IJsselstein;1
1013;3404;IJsselstein;7
1014;3405;Lopik;2
1015;3411;Lopik;7
1016;3412;Lopik;2
1017;3413;Lopik;1
1018;3415;Lopik;2
1019;3417;Montfoort;8
1020;3421;Oudewater;13
1021;3425;Oudewater;1
1022;3431;Nieuwegein;2
1023;3432;Nieuwegein;3
1024;3433;Nieuwegein;3
1025;3434;Nieuwegein;4
1026;3435;Nieuwegein;1
1027;3436;Nieuwegein;1
1028;3437;Nieuwegein;2
1029;3438;Nieuwegein;3
1030;3439;Nieuwegein;3
1031;3441;Woerden;1
1032;3442;Woerden;2
1033;3443;Woerden;3
1034;3444;Woerden;1
1035;3445;Woerden;2
1036;3446;Woerden;4
1037;3447;Woerden;2
1038;3448;Woerden;3
1039;3449;Woerden;2
1040;3451;Utrecht;2
1041;3452;Utrecht;3
1042;3453;Utrecht;1
1043;3454;Utrecht;3
1044;3455;Utrecht;1
1045;3461;Montfoort;4
1046;3464;Oudewater;2
1047;3465;Bodegraven-Reeuwijk;4
1048;3466;Bodegraven-Reeuwijk;3
1049;3467;Oudewater;2
1050;3471;Woerden;3
1051;3474;Woerden;2
1052;3481;Woerden;6
1053;3511;Utrecht;6
1054;3512;Utrecht;5
1055;3513;Utrecht;2
1056;3514;Utrecht;2
1057;3515;Utrecht;3
1058;3521;Utrecht;1
1059;3522;Utrecht;1
1060;3523;Utrecht;4
1061;3524;Utrecht;2
1062;3525;Utrecht;2
1063;3526;Utrecht;3
1064;3527;Utrecht;2
1065;3528;Utrecht;1
1066;3531;Utrecht;4
1067;3532;Utrecht;1
1068;3533;Utrecht;4
1069;3534;Utrecht;1
1070;3541;Utrecht;4
1071;3542;Utrecht;1
1072;3543;Utrecht;4
1073;3544;Utrecht;5
1074;3545;Utrecht;2
1075;3546;Utrecht;1
1076;3551;Utrecht;2
1077;3552;Utrecht;2
1078;3553;Utrecht;2
1079;3554;Utrecht;2
1080;3555;Utrecht;3
1081;3561;Utrecht;2
1082;3562;Utrecht;2
1083;3563;Utrecht;2
1084;3564;Utrecht;2
1085;3565;Utrecht;1
1086;3566;Utrecht;1
1087;3571;Utrecht;2
1088;3572;Utrecht;3
1089;3573;Utrecht;1
1090;3581;Utrecht;2
1091;3582;Utrecht;5
1092;3583;Utrecht;2
1093;3584;Utrecht;3
1094;3585;Utrecht;1
1095;3601;Stichtse Vecht;8
1096;3602;Stichtse Vecht;3
1097;3603;Stichtse Vecht;5
1098;3604;Stichtse Vecht;3
1099;3605;Stichtse Vecht;5
1100;3606;Stichtse Vecht;1
1101;3607;Stichtse Vecht;7
1102;3608;Stichtse Vecht;2
1103;3611;Stichtse Vecht;1
1104;3612;Stichtse Vecht;3
1105;3615;De Bilt;2
1106;3621;Stichtse Vecht;15
1107;3625;Wijdemeren;1
1108;3626;Stichtse Vecht;2
1109;3628;Stichtse Vecht;9
1110;3631;Stichtse Vecht;7
1111;3632;Stichtse Vecht;10
1112;3633;Stichtse Vecht;4
1113;3634;Stichtse Vecht;3
1114;3641;De Ronde Venen;7
1115;3642;De Ronde Venen;1
1116;3645;De Ronde Venen;4
1117;3646;De Ronde Venen;2
1118;3648;De Ronde Venen;3
1119;3651;Nieuwkoop;1
1120;3652;Nieuwkoop;1
1121;3701;Zeist;2
1122;3702;Zeist;1
1123;3703;Zeist;3
1124;3704;Zeist;6
1125;3705;Zeist;4
1126;3706;Zeist;1
1127;3707;Zeist;2
1128;3708;Zeist;2
1129;3709;Zeist;4
1130;3711;Zeist;2
1131;3712;Zeist;4
1132;3721;De Bilt;3
1133;3722;De Bilt;3
1134;3723;De Bilt;4
1135;3731;De Bilt;3
1136;3732;De Bilt;2
1137;3734;Zeist;3
1138;3735;Zeist;1
1139;3737;De Bilt;2
1140;3738;De Bilt;3
1141;3739;De Bilt;2
1142;3741;Baarn;6
1143;3742;Baarn;5
1144;3743;Baarn;6
1145;3744;Baarn;2
1146;3749;Baarn;2
1147;3751;Bunschoten;6
1148;3752;Bunschoten;3
1149;3754;Bunschoten;1
1150;3755;Eemnes;10
1151;3761;Soest;1
1152;3762;Soest;4
1153;3763;Soest;4
1154;3764;Soest;3
1155;3765;Soest;2
1156;3766;Soest;5
1157;3768;Soest;6
1158;3769;Soest;4
1159;3771;Barneveld;9
1160;3772;Barneveld;8
1161;3773;Barneveld;1
1162;3774;Barneveld;3
1163;3775;Barneveld;2
1164;3776;Barneveld;2
1165;3781;Barneveld;12
1166;3784;Barneveld;3
1167;3785;Barneveld;2
1168;3791;Leusden;2
1169;3792;Barneveld;1
1170;3794;Barneveld;2
1171;3811;Amersfoort;13
1172;3812;Amersfoort;13
1173;3813;Amersfoort;12
1174;3814;Amersfoort;3
1175;3815;Amersfoort;8
1176;3816;Amersfoort;8
1177;3817;Amersfoort;8
1178;3818;Amersfoort;15
1179;3819;Amersfoort;1
1180;3821;Amersfoort;4
1181;3822;Amersfoort;8
1182;3823;Amersfoort;10
1183;3824;Amersfoort;7
1184;3825;Amersfoort;14
1185;3826;Amersfoort;5
1186;3828;Amersfoort;10
1187;3829;Amersfoort;5
1188;3831;Leusden;13
1189;3832;Leusden;3
1190;3833;Leusden;6
1191;3834;Leusden;3
1192;3835;Leusden;1
1193;3836;Amersfoort;1
1194;3841;Harderwijk;6
1195;3842;Harderwijk;6
1196;3843;Harderwijk;6
1197;3844;Harderwijk;12
1198;3845;Harderwijk;12
1199;3846;Harderwijk;7
1200;3847;Harderwijk;3
1201;3848;Harderwijk;4
1202;3849;Harderwijk;6
1203;3851;Ermelo;2
1204;3852;Ermelo;9
1205;3853;Ermelo;5
1206;3861;Nijkerk;9
1207;3862;Nijkerk;11
1208;3863;Nijkerk;4
1209;3864;Nijkerk;3
1210;3871;Nijkerk;6
1211;3881;Putten;6
1212;3882;Putten;7
1213;3886;Barneveld;2
1214;3888;Apeldoorn;4
1215;3891;Zeewolde;2
1216;3892;Zeewolde;1
1217;3893;Zeewolde;1
1218;3894;Zeewolde;1
1219;3895;Zeewolde;1
1220;3896;Zeewolde;1
1221;3897;Zeewolde;2
1222;3898;Zeewolde;1
1223;3899;Zeewolde;1
1224;3901;Veenendaal;6
1225;3902;Veenendaal;7
1226;3903;Veenendaal;5
1227;3904;Veenendaal;4
1228;3905;Veenendaal;9
1229;3906;Veenendaal;4
1230;3907;Veenendaal;1
1231;3911;Rhenen;23
1232;3912;Rhenen;1
1233;3921;Rhenen;5
1234;3922;Rhenen;1
1235;3925;Scherpenzeel;3
1236;3927;Renswoude;2
1237;3931;Woudenberg;12
1238;3941;Utrechtse Heuvelrug;8
1239;3945;Wijk bij Duurstede;2
1240;3947;Wijk bij Duurstede;2
1241;3951;Utrechtse Heuvelrug;2
1242;3953;Utrechtse Heuvelrug;3
1243;3956;Utrechtse Heuvelrug;5
1244;3958;Utrechtse Heuvelrug;3
1245;3959;Utrechtse Heuvelrug;1
1246;3961;Wijk bij Duurstede;9
1247;3962;Wijk bij Duurstede;5
1248;3971;Utrechtse Heuvelrug;5
1249;3972;Utrechtse Heuvelrug;5
1250;3981;Bunnik;4
1251;3984;Bunnik;2
1252;3985;Bunnik;2
1253;3991;Houten;18
1254;3992;Houten;9
1255;3993;Houten;4
1256;3994;Houten;12
1257;3995;Houten;4
1258;3997;Houten;3
1259;3998;Houten;4
1260;3999;Houten;3
1261;4001;Tiel;7
1262;4002;Tiel;1
1263;4003;Tiel;4
1264;4004;Tiel;2
1265;4005;Tiel;2
1266;4006;Tiel;3
1267;4007;Tiel;5
1268;4011;Buren;3
1269;4012;Buren;3
1270;4013;Tiel;2
1271;4014;Tiel;2
1272;4016;Buren;1
1273;4021;Buren;2
1274;4023;Buren;2
1275;4024;Buren;2
1276;4031;Buren;5
1277;4032;Buren;2
1278;4033;Buren;4
1279;4041;Neder-Betuwe;4
1280;4043;Neder-Betuwe;2
1281;4051;Neder-Betuwe;3
1282;4053;Neder-Betuwe;2
1283;4054;Neder-Betuwe;3
1284;4061;West Betuwe;2
1285;4062;Tiel;2
1286;4063;West Betuwe;2
1287;4064;West Betuwe;2
1288;4101;Culemborg;4
1289;4102;Culemborg;1
1290;4105;Culemborg;3
1291;4111;Buren;1
1292;4112;Buren;2
1293;4115;Buren;2
1294;4116;Buren;4
1295;4117;Buren;2
1296;4119;Buren;3
1297;4121;Vijfheerenlanden;3
1298;4122;Vijfheerenlanden;1
1299;4124;Vijfheerenlanden;2
1300;4125;Vijfheerenlanden;1
1301;4126;Vijfheerenlanden;2
1302;4128;Vijfheerenlanden;4
1303;4131;Vijfheerenlanden;6
1304;4132;Vijfheerenlanden;2
1305;4133;Vijfheerenlanden;2
1306;4141;Vijfheerenlanden;2
1307;4142;Vijfheerenlanden;1
1308;4143;Vijfheerenlanden;2
1309;4145;Vijfheerenlanden;1
1310;4147;West Betuwe;4
1311;4151;West Betuwe;2
1312;4152;West Betuwe;2
1313;4153;West Betuwe;3
1314;4155;West Betuwe;2
1315;4156;West Betuwe;2
1316;4157;West Betuwe;2
1317;4158;West Betuwe;2
1318;4161;West Betuwe;3
1319;4171;West Betuwe;2
1320;4174;West Betuwe;2
1321;4175;West Betuwe;2
1322;4176;West Betuwe;2
1323;4181;West Betuwe;3
1324;4182;West Betuwe;2
1325;4184;West Betuwe;2
1326;4185;West Betuwe;2
1327;4191;West Betuwe;10
1328;4194;West Betuwe;4
1329;4196;West Betuwe;2
1330;4197;West Betuwe;2
1331;4201;Gorinchem;2
1332;4202;Gorinchem;2
1333;4203;Gorinchem;2
1334;4204;Gorinchem;1
1335;4205;Gorinchem;7
1336;4206;Gorinchem;2
1337;4207;Gorinchem;9
1338;4208;Gorinchem;2
1339;4209;Molenlanden;5
1340;4211;West Betuwe;1
1341;4213;Gorinchem;1
1342;4214;West Betuwe;2
1343;4221;Molenlanden;6
1344;4223;Molenlanden;4
1345;4225;Molenlanden;8
1346;4231;Vijfheerenlanden;3
1347;4233;Vijfheerenlanden;3
1348;4235;Vijfheerenlanden;3
1349;4241;Molenlanden;8
1350;4243;Vijfheerenlanden;4
1351;4245;Vijfheerenlanden;4
1352;4247;Vijfheerenlanden;1
1353;4251;Altena;11
1354;4254;Altena;3
1355;4255;Altena;3
1356;4261;Altena;5
1357;4264;Altena;4
1358;4265;Altena;2
1359;4266;Altena;2
1360;4267;Altena;2
1361;4268;Altena;2
1362;4269;Altena;2
1363;4271;Altena;3
1364;4273;Altena;4
1365;4281;Altena;2
1366;4283;Altena;3
1367;4284;Altena;2
1368;4285;Altena;4
1369;4286;Altena;5
1370;4287;Altena;2
1371;4288;Altena;2
1372;4301;Schouwen-Duiveland;7
1373;4303;Schouwen-Duiveland;1
1374;4305;Schouwen-Duiveland;2
1375;4306;Schouwen-Duiveland;2
1376;4307;Schouwen-Duiveland;2
1377;4308;Schouwen-Duiveland;2
1378;4311;Schouwen-Duiveland;3
1379;4315;Schouwen-Duiveland;2
1380;4316;Schouwen-Duiveland;2
1381;4317;Schouwen-Duiveland;3
1382;4318;Schouwen-Duiveland;2
1383;4321;Schouwen-Duiveland;2
1384;4322;Schouwen-Duiveland;2
1385;4323;Schouwen-Duiveland;2
1386;4325;Schouwen-Duiveland;5
1387;4326;Schouwen-Duiveland;2
1388;4327;Schouwen-Duiveland;2
1389;4328;Schouwen-Duiveland;8
1390;4331;Middelburg;4
1391;4332;Middelburg;6
1392;4333;Middelburg;12
1393;4334;Middelburg;5
1394;4335;Middelburg;9
1395;4336;Middelburg;8
1396;4337;Middelburg;6
1397;4338;Middelburg;2
1398;4339;Middelburg;7
1399;4341;Middelburg;11
1400;4351;Veere;4
1401;4352;Veere;2
1402;4353;Veere;2
1403;4354;Veere;3
1404;4356;Veere;5
1405;4357;Veere;2
1406;4361;Veere;3
1407;4363;Veere;2
1408;4364;Veere;2
1409;4365;Veere;2
1410;4371;Veere;4
1411;4373;Veere;4
1412;4374;Veere;3
1413;4381;Vlissingen;3
1414;4382;Vlissingen;10
1415;4383;Vlissingen;4
1416;4384;Vlissingen;4
1417;4385;Vlissingen;3
1418;4386;Vlissingen;4
1419;4387;Vlissingen;1
1420;4388;Vlissingen;8
1421;4389;Vlissingen;5
1422;4401;Reimerswaal;5
1423;4411;Reimerswaal;6
1424;4413;Reimerswaal;5
1425;4414;Reimerswaal;2
1426;4415;Reimerswaal;2
1427;4416;Reimerswaal;5
1428;4417;Reimerswaal;3
1429;4421;Kapelle;2
1430;4423;Kapelle;2
1431;4424;Kapelle;2
1432;4431;Borsele;2
1433;4433;Borsele;2
1434;4434;Borsele;2
1435;4435;Borsele;2
1436;4436;Borsele;2
1437;4437;Borsele;2
1438;4438;Borsele;2
1439;4441;Borsele;2
1440;4443;Borsele;2
1441;4444;Borsele;2
1442;4451;Borsele;2
1443;4453;Borsele;2
1444;4454;Borsele;2
1445;4455;Borsele;3
1446;4456;Borsele;2
1447;4458;Goes;6
1448;4461;Goes;3
1449;4462;Goes;4
1450;4463;Goes;2
1451;4464;Goes;2
1452;4465;Goes;1
1453;4471;Goes;3
1454;4472;Goes;1
1455;4474;Goes;3
1456;4475;Goes;1
1457;4481;Goes;3
1458;4484;Noord-Beveland;3
1459;4485;Noord-Beveland;2
1460;4486;Noord-Beveland;2
1461;4491;Noord-Beveland;2
1462;4493;Noord-Beveland;3
1463;4494;Noord-Beveland;2
1464;4501;Sluis;2
1465;4503;Sluis;2
1466;4504;Sluis;3
1467;4505;Sluis;2
1468;4506;Sluis;3
1469;4507;Sluis;2
1470;4508;Sluis;2
1471;4511;Sluis;2
1472;4513;Sluis;3
1473;4515;Sluis;3
1474;4521;Terneuzen;2
1475;4524;Sluis;3
1476;4525;Sluis;2
1477;4527;Sluis;2
1478;4528;Sluis;2
1479;4529;Sluis;2
1480;4531;Terneuzen;1
1481;4532;Terneuzen;3
1482;4533;Terneuzen;2
1483;4535;Terneuzen;2
1484;4536;Terneuzen;2
1485;4537;Terneuzen;3
1486;4538;Terneuzen;4
1487;4539;Terneuzen;2
1488;4541;Terneuzen;2
1489;4542;Terneuzen;2
1490;4543;Terneuzen;2
1491;4551;Terneuzen;2
1492;4553;Terneuzen;2
1493;4554;Terneuzen;2
1494;4561;Hulst;10
1495;4562;Hulst;1
1496;4564;Hulst;4
1497;4565;Hulst;2
1498;4566;Hulst;2
1499;4567;Hulst;3
1500;4568;Hulst;2
1501;4569;Hulst;3
1502;4571;Terneuzen;2
1503;4574;Terneuzen;2
1504;4575;Terneuzen;2
1505;4576;Terneuzen;2
1506;4581;Hulst;3
1507;4583;Hulst;2
1508;4584;Hulst;2
1509;4585;Hulst;2
1510;4586;Hulst;2
1511;4587;Hulst;5
1512;4588;Hulst;3
1513;4589;Hulst;2
1514;4611;Bergen op Zoom;5
1515;4612;Bergen op Zoom;1
1516;4613;Bergen op Zoom;1
1517;4614;Bergen op Zoom;4
1518;4615;Bergen op Zoom;3
1519;4616;Bergen op Zoom;1
1520;4617;Bergen op Zoom;1
1521;4621;Bergen op Zoom;1
1522;4622;Bergen op Zoom;1
1523;4623;Bergen op Zoom;1
1524;4624;Bergen op Zoom;3
1525;4625;Bergen op Zoom;3
1526;4631;Woensdrecht;4
1527;4634;Woensdrecht;2
1528;4635;Woensdrecht;4
1529;4641;Woensdrecht;4
1530;4645;Woensdrecht;2
1531;4651;Steenbergen;8
1532;4655;Steenbergen;2
1533;4661;Bergen op Zoom;8
1534;4664;Bergen op Zoom;4
1535;4671;Steenbergen;4
1536;4675;Tholen;3
1537;4681;Steenbergen;2
1538;4691;Tholen;2
1539;4693;Tholen;2
1540;4694;Tholen;2
1541;4695;Tholen;2
1542;4696;Tholen;2
1543;4697;Tholen;2
1544;4698;Tholen;2
1545;4701;Roosendaal;4
1546;4702;Roosendaal;6
1547;4703;Roosendaal;6
1548;4704;Roosendaal;1
1549;4705;Roosendaal;2
1550;4706;Roosendaal;6
1551;4707;Roosendaal;11
1552;4708;Roosendaal;8
1553;4709;Roosendaal;2
1554;4711;Rucphen;2
1555;4714;Rucphen;3
1556;4715;Rucphen;2
1557;4721;Rucphen;2
1558;4724;Roosendaal;3
1559;4725;Roosendaal;2
1560;4726;Roosendaal;2
1561;4727;Roosendaal;2
1562;4731;Halderberge;7
1563;4735;Rucphen;2
1564;4741;Halderberge;5
1565;4744;Halderberge;2
1566;4751;Halderberge;4
1567;4754;Halderberge;2
1568;4756;Steenbergen;2
1569;4758;Moerdijk;4
1570;4759;Moerdijk;1
1571;4761;Moerdijk;6
1572;4762;Moerdijk;3
1573;4765;Moerdijk;2
1574;4771;Moerdijk;2
1575;4781;Moerdijk;1
1576;4782;Moerdijk;3
1577;4791;Moerdijk;4
1578;4793;Moerdijk;4
1579;4794;Moerdijk;3
1580;4796;Moerdijk;1
1581;4797;Moerdijk;5
1582;4811;Breda;6
1583;4812;Breda;2
1584;4813;Breda;1
1585;4814;Breda;3
1586;4815;Breda;2
1587;4816;Breda;1
1588;4817;Breda;4
1589;4818;Breda;2
1590;4819;Breda;1
1591;4822;Breda;2
1592;4823;Breda;4
1593;4824;Breda;3
1594;4825;Breda;1
1595;4826;Breda;2
1596;4827;Breda;3
1597;4834;Breda;3
1598;4835;Breda;1
1599;4836;Breda;2
1600;4837;Breda;1
1601;4838;Breda;2
1602;4841;Breda;2
1603;4844;Drimmelen;3
1604;4845;Drimmelen;2
1605;4847;Breda;3
1606;4849;Oosterhout;3
1607;4851;Breda;2
1608;4854;Breda;3
1609;4855;Alphen-Chaam;2
1610;4856;Alphen-Chaam;1
1611;4858;Alphen-Chaam;1
1612;4859;Alphen-Chaam;1
1613;4861;Alphen-Chaam;3
1614;4871;Etten-Leur;15
1615;4872;Etten-Leur;5
1616;4873;Etten-Leur;10
1617;4874;Etten-Leur;5
1618;4875;Etten-Leur;2
1619;4876;Etten-Leur;7
1620;4877;Etten-Leur;1
1621;4878;Etten-Leur;1
1622;4879;Etten-Leur;1
1623;4881;Zundert;2
1624;4882;Zundert;2
1625;4884;Zundert;2
1626;4885;Zundert;2
1627;4891;Zundert;3
1628;4901;Oosterhout;5
1629;4902;Oosterhout;5
1630;4903;Oosterhout;2
1631;4904;Oosterhout;9
1632;4905;Oosterhout;3
1633;4906;Oosterhout;4
1634;4907;Oosterhout;6
1635;4908;Oosterhout;2
1636;4909;Oosterhout;3
1637;4911;Oosterhout;2
1638;4921;Drimmelen;3
1639;4924;Drimmelen;3
1640;4926;Drimmelen;4
1641;4927;Drimmelen;3
1642;4931;Geertruidenberg;5
1643;4941;Geertruidenberg;3
1644;4942;Geertruidenberg;1
1645;4944;Geertruidenberg;2
1646;5011;Tilburg;10
1647;5012;Tilburg;7
1648;5013;Tilburg;5
1649;5014;Tilburg;9
1650;5015;Tilburg;3
1651;5017;Tilburg;6
1652;5018;Tilburg;8
1653;5021;Tilburg;11
1654;5022;Tilburg;14
1655;5025;Tilburg;11
1656;5026;Tilburg;5
1657;5032;Tilburg;8
1658;5035;Tilburg;6
1659;5036;Tilburg;10
1660;5037;Tilburg;10
1661;5038;Tilburg;12
1662;5041;Tilburg;7
1663;5042;Tilburg;14
1664;5043;Tilburg;7
1665;5044;Tilburg;8
1666;5045;Tilburg;19
1667;5046;Tilburg;10
1668;5047;Tilburg;8
1669;5048;Tilburg;4
1670;5049;Tilburg;7
1671;5051;Goirle;18
1672;5052;Goirle;5
1673;5053;Goirle;3
1674;5056;Tilburg;18
1675;5057;Tilburg;1
1676;5059;Oisterwijk;1
1677;5061;Oisterwijk;11
1678;5062;Oisterwijk;8
1679;5066;Oisterwijk;5
1680;5071;Tilburg;10
1681;5074;Haaren;3
1682;5076;Haaren;5
1683;5081;Hilvarenbeek;2
1684;5084;Hilvarenbeek;2
1685;5085;Hilvarenbeek;2
1686;5087;Hilvarenbeek;3
1687;5089;Hilvarenbeek;2
1688;5091;Oirschot;5
1689;5094;Reusel-De Mierden;2
1690;5095;Reusel-De Mierden;2
1691;5096;Reusel-De Mierden;2
1692;5101;Dongen;2
1693;5102;Dongen;3
1694;5103;Dongen;2
1695;5104;Dongen;2
1696;5105;Dongen;2
1697;5106;Dongen;3
1698;5107;Dongen;1
1699;5109;Dongen;2
1700;5111;Baarle-Nassau;4
1701;5113;Baarle-Nassau;2
1702;5114;Baarle-Nassau;1
1703;5121;Gilze en Rijen;3
1704;5124;Gilze en Rijen;2
1705;5125;Gilze en Rijen;2
1706;5126;Gilze en Rijen;3
1707;5131;Alphen-Chaam;3
1708;5133;Goirle;5
1709;5141;Waalwijk;2
1710;5142;Waalwijk;3
1711;5143;Waalwijk;3
1712;5144;Waalwijk;4
1713;5145;Waalwijk;2
1714;5146;Waalwijk;1
1715;5151;Heusden;4
1716;5152;Heusden;1
1717;5154;Heusden;1
1718;5156;Heusden;1
1719;5157;Heusden;1
1720;5158;Heusden;1
1721;5161;Waalwijk;4
1722;5165;Waalwijk;4
1723;5171;Loon op Zand;21
1724;5172;Loon op Zand;2
1725;5175;Loon op Zand;8
1726;5176;Loon op Zand;1
1727;5211;'s-Hertogenbosch;6
1728;5212;'s-Hertogenbosch;3
1729;5213;'s-Hertogenbosch;4
1730;5215;'s-Hertogenbosch;4
1731;5216;'s-Hertogenbosch;8
1732;5221;'s-Hertogenbosch;6
1733;5222;'s-Hertogenbosch;3
1734;5223;'s-Hertogenbosch;6
1735;5224;'s-Hertogenbosch;1
1736;5231;'s-Hertogenbosch;9
1737;5232;'s-Hertogenbosch;2
1738;5233;'s-Hertogenbosch;5
1739;5234;'s-Hertogenbosch;1
1740;5235;'s-Hertogenbosch;5
1741;5236;'s-Hertogenbosch;6
1742;5237;'s-Hertogenbosch;5
1743;5241;'s-Hertogenbosch;4
1744;5242;'s-Hertogenbosch;2
1745;5243;'s-Hertogenbosch;2
1746;5244;'s-Hertogenbosch;2
1747;5245;'s-Hertogenbosch;5
1748;5246;'s-Hertogenbosch;2
1749;5247;'s-Hertogenbosch;3
1750;5248;'s-Hertogenbosch;3
1751;5249;'s-Hertogenbosch;2
1752;5251;Heusden;3
1753;5253;Heusden;1
1754;5254;Heusden;1
1755;5255;Heusden;1
1756;5256;Heusden;1
1757;5257;Heusden;1
1758;5258;Sint-Michielsgestel;8
1759;5261;Vught;4
1760;5262;Vught;6
1761;5263;Vught;5
1762;5266;Vught;2
1763;5268;Haaren;5
1764;5271;Sint-Michielsgestel;8
1765;5272;Sint-Michielsgestel;1
1766;5275;Sint-Michielsgestel;3
1767;5281;Boxtel;5
1768;5282;Boxtel;3
1769;5283;Boxtel;4
1770;5291;Sint-Michielsgestel;2
1771;5292;Sint-Michielsgestel;1
1772;5296;Haaren;2
1773;5298;Boxtel;5
1774;5301;Zaltbommel;5
1775;5302;Zaltbommel;1
1776;5305;Zaltbommel;2
1777;5306;Zaltbommel;2
1778;5307;Zaltbommel;3
1779;5308;Zaltbommel;3
1780;5311;Zaltbommel;2
1781;5313;Zaltbommel;1
1782;5314;Zaltbommel;2
1783;5315;Zaltbommel;1
1784;5316;Zaltbommel;2
1785;5317;Zaltbommel;3
1786;5321;Maasdriel;3
1787;5324;Maasdriel;2
1788;5325;Maasdriel;3
1789;5327;Maasdriel;1
1790;5328;Maasdriel;3
1791;5331;Maasdriel;3
1792;5333;Maasdriel;1
1793;5334;Maasdriel;3
1794;5335;Maasdriel;2
1795;5341;Oss;3
1796;5342;Oss;11
1797;5343;Oss;5
1798;5344;Oss;6
1799;5345;Oss;12
1800;5346;Oss;7
1801;5347;Oss;3
1802;5348;Oss;6
1803;5349;Oss;3
1804;5351;Oss;5
1805;5352;Oss;2
1806;5353;Oss;1
1807;5354;Oss;1
1808;5355;Oss;1
1809;5356;Oss;1
1810;5357;Oss;1
1811;5358;Oss;2
1812;5359;Oss;1
1813;5361;Land van Cuijk;7
1814;5363;Land van Cuijk;5
1815;5364;Land van Cuijk;3
1816;5366;Oss;2
1817;5367;Oss;3
1818;5368;Oss;2
1819;5371;Oss;3
1820;5373;Oss;3
1821;5374;Maashorst;4
1822;5375;Maashorst;2
1823;5382;'s-Hertogenbosch;2
1824;5383;'s-Hertogenbosch;1
1825;5384;Bernheze;23
1826;5386;Oss;4
1827;5388;Bernheze;12
1828;5391;'s-Hertogenbosch;5
1829;5394;Oss;2
1830;5395;Oss;1
1831;5396;Oss;3
1832;5397;Oss;3
1833;5398;Oss;5
1834;5401;Maashorst;4
1835;5402;Maashorst;3
1836;5403;Maashorst;4
1837;5404;Maashorst;1
1838;5405;Maashorst;2
1839;5406;Maashorst;7
1840;5408;Maashorst;3
1841;5409;Maashorst;2
1842;5411;Maashorst;7
1843;5421;Gemert-Bakel;6
1844;5422;Gemert-Bakel;2
1845;5423;Gemert-Bakel;3
1846;5424;Gemert-Bakel;2
1847;5425;Gemert-Bakel;3
1848;5427;Boekel;6
1849;5428;Boekel;2
1850;5431;Land van Cuijk;6
1851;5432;Land van Cuijk;1
1852;5433;Land van Cuijk;3
1853;5434;Land van Cuijk;2
1854;5435;Land van Cuijk;2
1855;5437;Land van Cuijk;2
1856;5438;Land van Cuijk;2
1857;5439;Land van Cuijk;2
1858;5441;Land van Cuijk;2
1859;5443;Land van Cuijk;2
1860;5445;Land van Cuijk;2
1861;5446;Land van Cuijk;2
1862;5447;Land van Cuijk;2
1863;5451;Land van Cuijk;9
1864;5453;Land van Cuijk;2
1865;5454;Land van Cuijk;2
1866;5455;Land van Cuijk;2
1867;5461;Meierijstad;4
1868;5462;Meierijstad;4
1869;5463;Meierijstad;8
1870;5464;Meierijstad;5
1871;5465;Meierijstad;4
1872;5466;Meierijstad;3
1873;5467;Meierijstad;5
1874;5469;Meierijstad;13
1875;5472;Bernheze;1
1876;5473;Bernheze;16
1877;5476;Bernheze;1
1878;5481;Meierijstad;13
1879;5482;Meierijstad;16
1880;5491;Meierijstad;12
1881;5492;Meierijstad;6
1882;5501;Veldhoven;1
1883;5502;Veldhoven;1
1884;5503;Veldhoven;2
1885;5504;Veldhoven;2
1886;5505;Veldhoven;1
1887;5506;Veldhoven;2
1888;5507;Veldhoven;3
1889;5508;Veldhoven;4
1890;5509;Veldhoven;1
1891;5511;Eersel;3
1892;5512;Eersel;2
1893;5513;Eersel;2
1894;5521;Eersel;11
1895;5524;Eersel;2
